songName,singer,hot,lyric
秋天来了,任贤齐,98,秋天来了演唱：任贤齐这是一个欺骗的季节这是一个收获的季节这里好像是发生了什么我的秋天来了这是一个灿烂的季节这是一个冷清的季节这里好像是知道了什么我的秋天来了叶子黄了和我一起落下赤裸的树在无奈的站着他们好像是明白了什么我的秋天来了羽毛要张开要向远方飞翔生命的意义在不断成长他们真的真的明白了什么而我的秋天来了我的秋天他来了来了时间他剪断了我的性格一切希望在土里埋着等着我破土收割我的秋天他来了来了岁月的歌声在隐隐唱着人们都忙着去开花结果这真的让我难过叶子黄了和我一起落下赤裸的树在无奈的站着他们好像是明白了什么我的秋天来了羽毛要张开要向远方飞翔生命的意义在不断成长他们真的真的明白了什么而我的秋天来了我的秋天他来了来了时间他剪断了我的性格一切希望在土里埋着等着我破土收割我的秋天他来了来了岁月的歌声在隐隐唱着人们都忙着去开花结果这真的让我难过我的秋天他来了来了时间他剪断了我的性格一切希望在土里埋着等着我破土收割我的秋天他来了来了岁月的歌声在隐隐唱着人们都忙着去开花结果这真的让我难过要么就溜走去夏天生活要么就忘了这叶子黄了这种想法没有人问我我的秋天来了
飞走了,金海心,45,飞走了作词：罗茜作曲：金海心演唱：金海心飞走了飞走了你和你那些本不属于这里的行李搭上一班空客为什么为什么我以为心该空了却满满的装着不舍你问候的音色却悠悠的像一首歌在我心底最柔软的角落轻轻唱着让人割舍不得你别说了别再说了说我没理由对你太好的别再说想我你不在的日子我也会好好的为什么为什么我以为心该空了却满满的装着不舍你问候的音色却悠悠的像一首歌在我心底最柔软的角落轻轻唱着让人割舍不得如果离开才是我们的解药如果时间真能把一切洗掉如果不曾回头看我如果说如果说你真的像一首歌在我心底最柔软的角落轻轻唱着我又哪里舍得你别说了别再说了说我没理由对你太好的忘掉寂寞我却发现思念还陪着我
广角美女,温岚,76,广角美女作词：温小岚作曲：小安演唱：温岚天生运动细胞不是很好妈妈说女生乖乖坐别活蹦乱跳不喜欢风吹日晒也讨厌流汗的感觉哪里凉快哪里一旁加油就好起司PIZZA面包可乐薯条汉堡在嘴里一前一後一左一右开心的摇朋友说我能让平凡食物变得很美味何必斤斤计较寻自己烦恼IWANNA...IWANNA...IWANNA想吃多少吃多少IWANNA...IWANNA...每个人看见我都会微笑(贵妃驾到)嗯哼所有男人在我石榴裙下拜倒嗯哼份量不够的自己就会先落跑嗯哼变成林黛玉瘦骨如柴我不要嗯哼不用害臊大大方方走出自己的调调照片里面我特别容易找她们都喜欢靠近我都围着我绕就像是向日葵的花蕊阳光下般闪耀广角镜头才能抓住我的曼妙恰恰骚莎探戈HIPHOP民族舞蹈只要音乐一下全身就会开始的摇舞池里我就化身为一只性感小野猫所有人都叫好都为我尖叫IWANNA...IWANNA...IWANNA想吃多少吃多少IWANNA...IWANNA...每个人看见我都会微笑IWANNA...IWANNA...IWANNA想吃多少吃多少IWANNA...IWANNA...天天都要对我自己更好IWANNA...所有男人在我石榴裙下拜倒份量不够的自己就会先落跑变成林黛玉瘦骨如柴我不要不用害臊大大方方走出自己的调调
一杯咖啡到天亮,王筝,313,只倒一杯咖啡woo……yayiwoo……woo……yayiwoo……你在电话那端有一张忧郁的脸陪着你到十二点你的声音就在耳边伸手却看不见瞬间确定如此的遥远而心烦我从没发觉这滋味如此强烈oh你想了一整夜我怎么也哭了我真不知道该说什么我也不知道该怎么办而心烦已失眠只倒一杯咖啡到天亮有种陪着你哭的愿望在这一刻感觉中疯狂有什么都不怕的力量只要一杯咖啡到天亮想象在你耳边轻轻唱任凭泪水蔓延在脸上不管悄然长大的忧伤你在电话那端有一张忧郁的脸陪着你到十二点我怎么也哭了我真不知道该说什么我也不知道该怎么办而心烦只倒一杯咖啡到天亮有种陪着你哭的愿望在这一刻感觉中疯狂有什么都不怕的力量只要一杯咖啡到天亮想象在你耳边轻轻唱任凭泪水蔓延在脸上不管悄然长大的忧伤爱是苦的象寂寞的咖啡喝下一杯有淡淡的香味只倒一杯咖啡到天亮有种陪着你哭的愿望在这一刻感觉中疯狂有什么都不怕的力量只要一杯咖啡到天亮想象在你耳边轻轻唱任凭泪水蔓延在脸上不管悄然长大的忧伤只倒一杯咖啡到天亮有种陪着你哭的愿望在这一刻感觉中疯狂有什么都不怕的力量只要一杯咖啡到天亮想象在你耳边轻轻唱任凭泪水蔓延在脸上
忘记时间,胡歌,"18,695",忘记时间作词：孙艺作曲：程振兴演唱：胡歌沉默着走了有多遥远抬起头蓦然间才发现一直倒退倒退到原点倔强坚持对抗时间说好了的永远断了线期许了不变的却都已改变紧闭双眼才能看的见那些曾经温暖鲜艳过的画面渐渐地忘记赶不上明天只要用力地抓紧了想念明天再也没有你的笑脸渐渐地忘记忘记了时间我只要沿着记忆的路线到最深处纵然那只是瞬间当眼泪滑落的是句点心里面始终你从没有走远耳边誓言还在回旋我会好好珍惜没有你的明天渐渐地忘记赶不上明天只要用力地抓紧了想念明天再也没有你的笑脸渐渐地忘记忘记了时间我只要沿着记忆的路线到最深处纵然那只是瞬间渐渐地忘记忘记了时间我只要沿着记忆的路线到最深处纵然那只是瞬间
爸爸妈妈,王蓉,"16,598","爸爸妈妈演唱：王蓉哦嘿妈妈那天你再次为我悄悄流下泪你可知道它已化作伤痛滴滴落在我心扉永远都不会忘记你看我时那难舍的眼神我不会哦嘿爸爸从一小就给我最多保护那个人你为什么总是低着头一直的抽烟不说话这次我独自离开想找另一种生活听我说让我说我爱他他是我心中的那只雨蝶飞呀飞飞到我心里面化成茧不知道还要多久才能叫醒我共筑城一曲祝英台和梁山伯我爱他他是我心中的那只雨蝶飞呀飞飞到我心里面化成茧不知道还要多久才能叫醒我共筑城一曲祝英台和梁山伯哦嘿妈妈我那么幸福能在你身边长大现在有一个人对我很好代替你们照顾我我永远是你们的我永远是你们的小宝贝好宝贝哦嘿爸爸这么多年来你为这个家受累你像一棵大树是我心中做最坚实的堡垒在这个时候请你也帮我劝劝妈妈别伤悲不伤悲我爱他他是我心中的那只雨蝶,飞呀飞飞到我心里面化成茧不知道还要多久才能叫醒我共筑城一曲祝英台和梁山伯我爱他他是我心中的那只雨蝶飞呀飞飞到我心里面化成茧不知道还要多久才能叫醒我共筑城一曲祝英台和梁山伯爸爸妈妈你听到了吗这是我心里的话请你不要难过不要悲伤女儿总是要长大是你教会我坚强给我那一对翅膀我飞翔我飞翔"
快乐不快乐,郑秀文,565,快乐不快乐演唱:郑秀文咖啡淡了是因为冰块溶了没怎么了淡了就是淡了搁在桌上还要不要不再爱了是因为感情坏了你怎么了坏了就是坏了没有什么大不了我们不快乐快乐后不再快乐就在最后的一秒抱了吻了哭了快乐不快乐没什么不快乐就在最后的一秒我们的关系就这样了天亮起了是因为心情好了没怎么了我会爱上另外的人爱情大概都这样了
流浪狗,游鸿明,6,流浪狗演唱：游鸿明今夜又在梦中想起你的笑容甜美如昔一句宝贝多么贴心饼干罐头一口一口亲亲抱抱头靠着头我只需要坐下握手再换手马路上的公车响起扫地ㄚ伯正在努力惊搁麦死卡紧闪开雨水混着树叶泥巴泥巴粘着我的毛发流过我的鼻子刺痛我的眼我的心我只是一只小小流浪狗癞痢伤心无处躲大雨劈哩啪啦正滂沱我没有窝全身湿透又冷又饿一直抖我只是一只小小流浪狗担心害怕有点跛红灯绿灯穿过卡车堆还要面对抓狗大队偶尔回想起过去还会掉泪今夜又在梦中想起你的笑容甜美如昔一句宝贝多么贴心饼干罐头一口一口亲亲抱抱头靠着头我只需要坐下握手再换手马路上的公车响起扫地ㄚ伯正在努力惊搁麦死卡紧闪开雨水混着树叶泥巴泥巴粘着我的毛发流过我的鼻子刺痛我的眼我的心我只是一只小小流浪狗癞痢伤心无处躲大雨劈哩啪啦正滂沱我没有窝全身湿透又冷又饿一直抖我只是一只小小流浪狗担心害怕有点跛红灯绿灯穿过卡车堆还要面对抓狗大队偶尔回想起过去还会掉泪狗的一生难免起伏我不会哭也不怕苦只要可以再看见你听你对我说ohMyLoveohMyFriend我不会放弃你
你现在还好吗,周华健,41,你现在还好吗周华健词:娃娃曲:刘志宏编曲:WAYNEMILLER你的世界距离我遥远我的爱情你放在一边不知不觉回忆取代这一切爱得再深已是从前你的梦想我不再了解我的心情是有些抱歉人来人往寂寞会成为习惯唯独对你有些想念想着你你现在还好吗是否过着你想要的生活我不能为你做到的是不是你已拥有你现在还好吗是否还是那么苦苦执着有没有人让你真正的快乐你现在还好吗唱：周华健词:娃娃曲:刘志宏
我做我的王,兄弟联,"1,793",我做我的王演唱：兄弟联　现在起紧绷每个神经每一秒都是激情(全世界都已屏住呼吸)这战役需要你我齐心朝着终点前进(没有人是逃兵)挺起你那炽热胸膛钢铁般的脊梁哪怕是狂风暴雨也要伫立用肩膀筑一道城墙在视线前方用耀眼的光芒我做我的王死也不会投降我们史上最顽强什么叫疯狂疯狂就是力量未来说闯就闯我做我的王主宰整个现场赢要赢得够漂亮胜利握在我们手上立正站好都别抢123拍掉身上灰尘站起来继续驰骋(你的心早已开始沸腾)这战场上没有真的敌人也不问可不可能(全靠另一个人)挺起你那炽热胸膛钢铁般的脊梁哪怕是狂风暴雨也要伫立用肩膀筑一道城墙在视线前方那荣耀的光芒我做我的王死也不会投降我们史上最顽强什么叫疯狂疯狂就是力量未来说闯就闯我做我的王主宰整个现场赢要赢得够漂亮胜利握在我们手上立正站好都别抢看乌云慢慢的散开阳光洒下来未来更多未知精彩BetheonebetheoneBetheoneNo.1BetheonebetheoneBetheoneNo.1Betheonebetheonefight我做我的王死也不会投降我们史上最顽强什么叫疯狂疯狂就是力量未来说闯就闯我做我的王主宰整个现场赢要赢得够漂亮胜利握在我们手上立正站好都别抢BetheonebetheoneBetheoneno.1BetheonebetheoneBetheoneno.1BetheonebetheoneBetheoneno.1BetheonebetheoneBetheoneno.1Betheone
放你在心里,许美静,402,放你在心里作词：陈佳明作曲：陈佳明演唱：许美静曾经拥有你给我的爱那么深以为你会宠爱我一生是我太贪心是我太天真始终不见你犹豫的眼神曾经想过深爱一个人怎么够还要刹那和天长地久是我太贪心是我太天真始终不信你的爱变冷该是最后一次让你心疼分不清这是梦还是真不能肯定对你没有恨我会如何继续你别问一生把你放在心里头尽管未必能够长相厮守只要偶尔深夜想起有你会有一丝微微的酒意一生把你放在梦里头尽管就要和你从此分手让我能够感觉一些暖意让我以为还在你怀里曾经拥有你给我的爱那么深以为你会宠爱我一生是我太贪心是我太天真始终不见你犹豫的眼神曾经想过深爱一个人怎么够还要刹那和天长地久是我太贪心是我太天真始终不信你的爱变冷该是最后一次让你心疼分不清这是梦还是真不能肯定对你没有恨我会如何继续你别问一生把你放在心里头尽管未必能够长相厮守只要偶尔深夜想起有你会有一丝微微的酒意一生把你放在梦里头尽管就要和你从此分手让我能够感觉一些暖意让我以为还在你怀里一生把你放在心里头尽管未必能够长相厮守只要偶尔深夜想起有你会有一丝微微的酒意一生把你放在梦里头尽管就要和你从此分手让我能够感觉一些暖意让我以为还在你怀里让我能够感觉一些暖意让我以为还在你怀里
你知道我在等你吗,苏有朋,153,你知道我在等你吗词曲：张洪量演唱：苏有朋莫名我就喜欢你深深地爱上你没有理由没有原因莫名我就喜欢你深深地爱上你从见到你的那一天起你知道我在等你吗你如果真的在乎我又怎会让无尽的夜陪我度过你知道我在等你吗你如果真的在乎我又怎会让握花的手在风中颤抖莫名我就喜欢你深深地爱上你没有理由没有原因莫名我就喜欢你深深地爱上你从见到你的那一天起你知道我在等你吗你如果真的在乎我又怎会让无尽的夜陪我度过你知道我在等你吗你如果真的在乎我又怎会让握花的手在风中颤抖你知道我在等你吗你如果真的在乎我又怎会让无尽的夜陪我度过你知道我在等你吗你如果真的在乎我又怎会让握花的手在风中颤抖莫名我就喜欢你深深地爱上你在黑夜里倾听你的声音
